tweet,label_kenaikanbbm,label_kesehatanAPBN,label_omnibus_law,label_kenaikanppn,label_pemerintah
"Atas rencana pemerintah naikkan PPN jadi 11%, Anggota DPR Marwan Cik Asan melihat bahwa kenaikan PPN saat ini belum tepat, karena PPN ini merupakan pajak yg dibebankan langsung kepada konsumen di saat harga sebagian kebutuhan pokok meningkat dan memberatkan masyarakat.",0.5,0.5,0.5,0,0.0
"Kelompok gerakan mahasiswa terus bergerak dalam menolak kenaikan harga pangan, BBM, LPG dan PPN
  
  LMND tergabung dlm aliansi ini.",0.0,0.5,0.5,0,0.0
"Kenaikan harga hampir bersamaan, bbm, migor, ppn. Barang-barang di warung juga ikutan naik. Bakwan aja sekarang 5000 dapat 4. Sebelumnya 2000/3. Rakyat pasti marah lah.",0.0,0.5,0.5,0,0.0
"Terus bergerak kawan-kawan LMND Palopo Sulawesi Selatan dalam memperjuangkan penolakan kenaikan harga pangan, BBM, LPG dan PPN",0.0,0.5,0.5,0,0.0
"GBSI menyuarakan soal perbaikan ekonomi di Indonesia, menolak kenaikan BBM, minyak goreng, PPN 11%, peraturan kemenaker yang dianggap merugikan buruh, cabut omnibuslaw. 
  
  #Demo11April",0.0,0.5,0.0,0,0.0
"Anggota Komisi XI DPR 
  @MarwanCikAsan
  melihat momentum kenaikan PPN 11% sekarang dirasa belum tepat, karena PPN ini merupakan pajak yang dibebankan langsung kepada konsumen. Dengan menaikkan tarif PPN di saat harga kebutuhan pokok meningkat akan memberikan efek ganda bagi masyarakat",0.5,0.5,0.5,0,0.0
"Teror yg nyata bagi rakyat :
  kenaikan harga2 kebutuhan pokok 
  kelangkaan/melangitnya harga minyak goreng 
  kenaikan BBM & gas - kenaikan TDL 
  kenaikan PPN
  
  #JualanHantuNII biar apa 
  #JualanHantuNII 
  
  Ganjen banget itu isu",0.0,0.5,0.5,0,0.0
"13 Pendekar Bali Menuntut:
  1. Turunkan Harga BBM Pertamax.
  2. Segera Selesaikan Kelangkaan Solar.
  3. Segera Kendalikan Harga Kebutuhan Pokok.
  4. Menolak Penundaan Pemilu dan Perpanjangan Masa Jabatan Presiden.
  5. Menolak Kenaikan Tarif Tol dan PPN.
  6. Wujudkan Pasal 33 UUD 1945.",0.0,0.5,0.5,0,0.0
"Justru jadi pertanyaan kenapa vaksin bisa gratis ?
  
  Padahal pemerintah selama ini pelit dgn rakyat nya. 
  Bisa dilihat pelitnya pemerintah dari hilang nya pertalite , kenaikan PPN,Pertamax, Migor , Gula.
  
  Apa ga curiga ya smartcovid people ?..",0.0,0.5,0.5,0,0.0
"Masa sih,.
  Kenaikan bbm dan kenaikan migor,
  Hilang banget saja dengan narasi JIS di bangun sama jokowi,.
  Jangan terkecoh sama mereka2 gerombolan berbayar,.
  Biarkan saja mereka mau ngakui apa,yang jelas kita suarakan jokowi menaikan harga bbm migor dan PPN 11%..",0.0,0.5,0.5,0,0.0
"Anggota DPR RI dari Fraksi PKS, Slamet, menyatakan bahwa kenaikan PPN semakin menekan kemampuan petani dalam melaksanakan aktivitas bercocok-tanam. Ia pun menilai kenaikan PPN ini sebagai bentuk ketidakberpihakan Pemerintah kepada para petani.",0.5,0.5,0.5,0,0.0
"PPN Naik jadi 11% = Satu langkah kedepan untuk wujudkan Pajak yang Adil dan Kuat!
  
  #PajakKitaUntukKita bukan sekadar jargon. Ini adalah fakta yg nyata. Maka dari itu, kenaikan tarif PPN pasti kembali untuk rakyat.
  
  Simak penjelasan #MenkeuSMI pada wawancara 
  @cnbcindonesia
  berikut",0.5,0.5,0.5,1,1.0
"Kemarin 06.04.22 Aksi BEM MAHASISWA MAKASSAR
  
  #RakyatBersamaMahasiswa #GoodByeJokowi 
  
  Dengan Tuntutan:
  Ã¢â‚¬Â¢Menolak Penundaan Pemilu
  Ã¢â‚¬Â¢Tolak kenaikan BBM, Migor, PPN
  Ã¢â‚¬Â¢Mengajak seluruh rakyat Indonesia untuk menyukseskan Reformasi Jilid II",0.0,0.5,0.5,0,0.0
"Di goyang harga minyak dunia aj sdh melted.. nggak usah banyak gaya ngebangun tanpa modal.
  Promosi untuk Asing Aseng.. rakyat di gerus kenaikan PPN dan harga kebutuhan pokok.. sense of crisis mana ??
  #TegakkanKedaulatanRakyat
  #TegakkanKedaulatanRakyat",0.5,0.5,0.5,0,0.0
"My lovely wife has no interest to any political issue...tapi pas saya cerita mau ada demo mahasiswa hari ini...respon dia ""baguslah mereka mau bersuara sbb kl diemÃ‚Â² aja dianggapnya kita rakyat kecil bahagia dengan segala kenaikan bbm, migor, PPN & berbagai macam kebutuhan pokok saat ini""",0.0,0.5,0.5,0,0.0
"Fraksi 
  @PDemokrat
  DPR RI bung 
  @MarwanCikAsanID
  telah menyampaikan dgn tegas PENOLAKAN Fraksi Partai Demokrat atas rencana kenaikan harga BBM bersubsidi dalam Rapat Kerja Komisi XI dengan Menkeu, Menteri PPN & Gubernur BI, 31 Agustus 2022.
  
  #DemokratTolakKenaikanBBM
  #BatalkanKenaikanBBM",0.0,0.5,0.5,0.5,0.0
"MuslimahNews Ã¢â‚¬â€œ Emilda merasa tak habis pikir kenapa pemerintah tega mengeluarkan kebijakan kenaikan PPN 11% di tengah berbagai kesulitan yang dihadapi rakyat.
  https://muslimahnews.net/2022/04/12/4339/Ã¢â‚¬Â¦",0.5,0.5,0.5,0,0.0
"Ketua DPD RI Nilai Kenaikan Bahan Pokok dan PPN Berpotensi Memiskinkan Kelas Menengah ke Bawah
  
  #LaNyalla 
  @lanyallacenter_
  @LaNyallaMM1",0.5,0.5,0.5,0,0.0
"Pemerintah terpaksa menaikkan harga bahan bakar minyak. Kenaikan harga komoditas energi disebabkan karena ekonomi global yang sedang bergejolak.
  
  Naiknya inflasi di hampir semua negara menyebabkan dunia mengalami krisis dan situasi menjadi sulit.
  
  Jadi bukan karena PPN ya .",0.5,0.5,0.5,0.5,0.5
"2019 ada aksi reformasi dikorupsi
  2020 ada aksi tolak omnibuslawal
  2022 ada kenaikan Migor , BBM, SEMBAKO, PPN
  Ada rencana menaikan elpiji setiap 3 bulan, TDL...'Next??? 
  Dah ah cuma pengen ngingetin itu doang",0.5,0.5,0.5,0.5,0.5
Apindo Meminta Pemerintah Tangguhkan Kenaikan PPN 11%,0.5,0.5,0.5,0,0.0
"Baru tau , ada yang kontra ama jokowi biasanya didesa saya ini pro Jokowi lho sekarang Malah Kritik Kinerja Jokowi.
  
  Soal Kenaikan Migor , BBM , PPN dan Wacana Pemilu/Penundaan :) Hahahaha , Warga Pro Jokowi pada sengsara.
  @fawazul_alwy",0.0,0.5,0.5,0,0.0
"Laksmana mengatakan pihaknya menolak harga BBM Pertamax & PPN naik. Kenaikan harga BBM-PPN ini memicu harga bahan pokok di Bali naik
  
  ""Tentang harga kebutuhan pokok BBM, PPN & saat ini, kita ketahui bersama masyarakat. kita di Bali itu kan terdampak oleh Covid-19""",0.0,0.5,0.5,0,0.0
"Beberapa tuntutan Aliansi Mahasiswa Kuningan, yakni; menolak kenaikan harga BBM, melakukan stabilisasi harga bahan pokok, menolak kenaikan PPN, serta menolak perpanjangan masa jabatan presiden tiga periode. 
  @pksjabar
  
  @PKSejahtera
  
  
  #kuningan",0.0,0.5,0.5,0,0.0
"Mahasiswa dari berbagai aliansi melakukan unjuk rasa di depan Patung Kuda, Jakarta pusat sore ini. Sejumlah mahasiswa yang menamakan diri Cipayung Plus, menolak kebijakan pemerintah menaikkan sejumlah harga bahan pokok, BBM dan LPG, serta kenaikan PPN.
  
  https://kompas.tv/article/278171/mahasiswa-demo-di-depan-patung-kuda-tuntut-soal-kenaikan-harga-bbm-hingga-ppnÃ¢â‚¬Â¦",0.0,0.5,0.5,0,0.0
"PPN naik 1%. Pro dan kontra bermunculan.
  
  Waktu penerapannya sudah direncanakan lama. Sayangnya, tanpa terduga saat penerapan tiba, terjadi pula ketegangan geopolitik.
  
  Kenaikan harga terjadi.",0.5,0.5,0.5,0.5,0.5
Mahasiswa Blokade Jalan Pantura Tolak Kenaikan Harga BBM dan Tarif PPN http://dlvr.it/SNh6tG,0.0,0.5,0.5,0,0.0
Halo izin sedikit menyanggah dan bertanya mengenai ppn 11% ya. Disini gua ngga bermaksud membenarkan orang2 yg overhate karena sebenarnya faktor kenaikan yg drastis ini abu. Dan menurut gua ppn 11% tidak memberi dampak kenaikan setinggi itu.,0.5,0.5,0.5,1,1.0
"Kenaikan PPN 1 Persen Sumbang Rp13,95 T ke Kantong Negara",0.5,0.5,0.5,0.5,0.5
Padahal perluasan pengenaan dan kenaikan PPN disebut2 supaya negara bisa bayar biaya penanganan pandemi. Kena prank kita semua,0.5,0.5,0.5,0,0.0
"Ga ngerti lagi kenapa paket data sekarang mahal sekali dan banget, kenaikan ppn 5-10% kayaknya ga segini deh, apa iya dengan harga segini provider masih anggap ini terjangkau? Sama sekali ga relevan dan kurang masuk akal",0.5,0.5,0.5,0,0.0
"pengaruh secara langsung mungkin tidak pak ne .. 
  
  Tapi kenaikan PPN 11%,, ikut serta ""mencekik"" rakyat yg baru saja di""kekang"" PPKM 
  .. 
  #AnjirSembakoNaikTerus
  #AnjirSembakoNaikTerus
  ..",0.5,0.5,0.5,0,0.0
2 Sumber Penerimaan Pajak Terbesar: PPS dan Kenaikan Tarif PPN,0.5,0.5,0.5,0.5,0.5
"Gara2 invasi Rusia ke Ukraina, banyak negara yang batasin ekspor komoditas-komoditas kayak gandum dan gula. Akhirnya harga bahan pangan di Indonesia pada naik, apalagi setelah kenaikan PPN 11 persen. Pokoknya semuamuanya naik kecuali gaji kita.",0.5,0.5,0.5,0,0.0
"Alhamdulillah .. seperti nya ini kontribusi rakyat yg membayar kenaikan PPN, kenaikan harga2 pangan , kenaikan Migor , BBM jd pemerintah ga jadi ngutang walaupun efeknya rakyat kecekek #eeeeh",0.0,0.5,0.5,0,0.0
"Merespon buzzer vaksin ini, saya mau bilang, tentu vaksin sangat ampuh memperkaya orang yang memiliki bisnis tersebut beserta sales2nya. Vaksin diklaim gratis namun warga negara turut membayarnya dengan kenaikan harga listrik, ppn, sembako dll, krn 1400 t anggaran negara dibuang untuk itu.",0.5,0.5,0.5,0,0.0
"Ketua DPD RI Nilai Kenaikan Bahan Pokok dan PPN Berpotensi Memiskinkan Kelas Menengah ke Bawah.
  #LaNyalla #PPN #ppn11persen 
  #ekonomi #pajak
  
  baca selengkapnya:
  https://lanyallacenter.id/ketua-dpd-ri-nilai-kenaikan-bahan-pokok-dan-ppn-berpotensi-memiskinkan-kelas-menengah-ke-bawah/Ã¢â‚¬Â¦",0.5,0.5,0.5,0,0.0
"Pihak KSP menyebutkan kenaikan PPN sebesar 1 persen menjadi 11 persen pada 1 April 2022 untuk meredistribusi kekayaan kepada masyarakat kurang mampu dalam bentuk bantuan sosial sehingga mengurangi ketimpangan ekonomi.
  
  KSP Moeldoko",0.5,0.5,0.5,1,1.0
"Kenaikan PPN sebesar 1 persen menjadi 11 persen pada 1 April 2022 untuk meredistribusi kekayaan kepada masyarakat kurang mampu dalam bentuk bantuan sosial sehingga mengurangi ketimpangan ekonomi.
  @Dr_Moeldoko
  @KSPgoid",0.5,0.5,0.5,1,1.0
"Angka ini setara 39,47% dari target dalam Anggaran Pendapatan & Belanja Negara (APBN) 2022 yg sebesar Rp 193,53 triliun.
  Penyesuaian ini masih akan mengikuti kenaikan tarif PPN umum menjadi 12% yg akan diterapkan maksimal pada tahun 2025.
  @KonsumenPakta
  
  @amti_d19
  
  #hakkonsumen",0.5,0.5,0.5,0.5,0.5
"Hadeuh,,
  kenaikan PPN teriaknya kenceng : sesuai Amanat UU 
  
  ""Fakir miskin dan anak-anak yang terlantar dipelihara oleh negara"" 
  Gimana nih .. 
  ini UUD'45 Lho 
  Sudahkah Amanah 
  .. 
  #Merakyat_MerasRakyat
  #Merakyat_MerasRakyat
  ..",0.5,0.5,0.5,0,0.0
"Aliansi Mahasiswa Surabaya Demo 14 April, Protes Kenaikan BBM dan PPN",0.0,0.5,0.5,0,0.0
"Menteri PPN/Kepala Bappenas 
  @Suharso_M
  Mengucapkan
  
  Selamat Tahun Baru Islam
  1 Muharram 14444 H
  
  Muharam adalah bulan permulaan. Padanya ada awal kebangkitan, dan sudah semestinya kita berbenah menyiapkan hal-hal kebaikan baru.
  @Jiwamudaindo
  #KinerjaSoeharsoMonoarfa",0.5,0.5,0.5,0.5,0.5
"Memang tidak ada lagi yang mau ngutangin, semua sudah pada kapok !
  Makanya rakyat ditekan dengan kenaikan PPN dan bahan kebutuhan pokok !",0.5,0.5,0.5,0,0.0
"Menolak Penundaan Pemilu Jadwal Pemilu dah di tetapkan Rabu, 14 Februari 2024
  Tolak kenaikan BBM, Migor, PPN nYang naek nTuuuh Pertamax, Minyak Goreng sedang turun harga nah, NPWP aja blom punya --- sok dwe 
  Mengajak Reformasi Jilid II Mending loe blajar aja dulu",0.0,0.5,0.5,0,0.0
"Selain itu Nirwala mengatakan, produksi pada Maret 2022 yang sedikit naik karena antispasi kenaikan tarif PPN hasil tembakau (HT), di mana PPN untuk produk hasil tembakau dari semula 9,1% menjadi 9,9%.
  
  #hakkonsumen 
  @amti_d19
  
  @KonsumenPakta",0.5,0.5,0.5,0.5,0.5
PPS dan Kenaikan Tarif PPN Bikin Penerimaan Pajak Naik Hingga Agustus 2022,0.5,0.5,0.5,0.5,0.5
"Enaknya kalau punya pemimpin bisa menemui Demonstran. Top Gub. Sumut 
  @RahmayadiEdy
  
  Tolak kenaikan BBM, kenaikan PPN, kenaikan Gas, kenaikan minyak goreng, dll.
  Tolak tunda pemilu, dan 3 periode.",0.0,0.5,0.5,0,0.0
"3. Kenaikan PPN 11% sejak 1 April diperkirakan akan menambah tekanan terhadap inflasi di Indonesia
  
  Antisipasi Kebijakan yang dibutuhkan pada dampak kondisi Perekonomian Global terhadap Indonesia yaitu Kebijakan Bantuan Sosial :
  
  1. Percepatan penyaluran BLT minyak goreng ...",1.0,0.5,0.5,1,1.0
"BEM SI akan terus berunjuk rasa hingga tuntutannya dipenuhi, termasuk menolak masa jabatan Jokowi tiga periode. 
  
  Panjang umur perjuangan. Tolak juga kenaikan harga minyak goreng, BBM, PPN, Gas, dll
  @BEM_SI
  @BEMUI_Official
  Kongres Rakyat dipimpin Mahasiswa",0.0,0.5,0.5,0,0.0
Kalo video jaman jebot dia gak akan bilang PPN 11%..kenaikan PPN 11% itu per April 2022..nyebong kok kudet..wkwkwkwk,0.5,0.5,0.5,0.5,0.5
"Tragis. Sudah Covid, Tertimpa Kenaikan Komoditas dan Isu Penundaan Pemilu. Di tengah keriuhan kenaikan migor, BBM dan PPN, sejumlah pihak terus getol mengkampanyekan penundaan pemilu dan perpanjangan jabatan Presiden. Ironis.
  #CatatanRedaksi 
  @FPKSDPRRI",0.0,0.5,0.5,0,0.0
"serta kebijakan penyesuaian harga LPG non-subsidi dan BBM non-subsidi, sebagai dampak kenaikan harga komoditas global.
  
  Outlook inflasi tahun 2022 diprediksi sebesar 3,70% dipengaruhi oleh perkembangan harga komoditas serta dampak kebijakan energi, tarif PPN, dan cukai rokok.",0.5,0.5,0.5,0.5,0.5
"transmisinya terhadap inflasi di Indonesia 
  
  3. Kenaikan PPN 11% sejak 1 April diperkirakan akan menambah tekanan terhadap inflasi di Indonesia 
  
  Antisipasi Kebijakan yg dibutuhkan pada dampak kondisi Perekonomian Global terhadap Indonesia 
  @Suharso_M
  @Jiwamudaindo",0.5,0.5,0.5,0.5,0.5
"Salam Adhyaksa !!!
  
  Senin, 03 Oktober 2022
  
  Pemberian reward Pegawai dan PPN Terbaik bulan September dan Kenaikan Pangkat Satu Tingkat Kasi Perdata dan Tata Usaha Negara Bapak Wandy Batubara, S.H., M.H. dan Kasi BB Ibu Dhani Ranti, S.H., M.H.",0.5,0.5,0.5,0.5,0.5
"Begitu juga menurut Ketua Ketua APINDO Hariyadi B. Sukamdani, kenaikan PPN 1% masih bisa diterima dan dampaknya pada inflasi juga tidak terlalu signifikan.
  
  Pertanyaannya, mengapa harus sekarang?",0.5,0.5,0.5,1,1.0
"serta kebijakan penyesuaian harga LPG non-subsidi & BBM non-subsidi, sbg dampak kenaikan harga komoditas global.
  
  Outlook inflasi tahun 2022 diprediksi sebesar 3,70% dipengaruhi oleh perkembangan harga komoditas serta dampak kebijakan energi,tarif PPN, dan cukai rokok
  @Suharso_M",0.5,0.5,0.5,0.5,0.5
Ciputra (CTRA): Berakhirnya Insentif PPN DTP Memicu Kenaikan Harga Properti,0.5,0.5,0.5,0.5,0.5
"Keluarga Besar 
  PPN Tanjung Pandan Mengucaokan 
  Selamat 
  Maulid Nabi Muhammad SAW
  
  Mari jadikan momentum ini sebagai bentuk memperbaiki diri serta mengikuti jejak baginda Rasul untuk kebaikan dunia dan akhirat.
  @saktitrenggono
  @zainikp
  @kkpgoid
  @djpt_kkp
  #KKPAccelerate",0.5,0.5,0.5,0.5,0.5
"Live Streaming: Serang Istana Aliansi Sejuta Buruh Hapuskan Omnibuslaw 
  
  Selanjutnya Tonton Sendiri di
  
  https://youtu.be/rs9xgt42KEQ
  
  Bantu Perjuangan Ini Dengan Menyebarluaskan Hingga Kepelosok Negri.",0.5,0.5,0.0,0.5,0.0
"Membaca RUU Omnibus Law Sektor Kesehatan ini menarik karena mengubah banyak hal dari Sistem Kesehatan dan Sistem Pendidikan Tenaga Kesehatan. 
  Salah satunya adalah RS Pendidikan sebagai salah satu institusi yang bisa menghasilkan dokter, jadi tidak hanya FK saja. 
  Menarik bukan.",0.5,0.5,1.0,0.5,1.0
Ini berawal dari keberadaan UU Cipta Kerja Omnibuslaw yang berdampak menurunkan kesejahteraan kehidupan pekerja/buruh dan rakyat!!!,0.5,0.5,0.0,0.5,0.0
Ini dampak dari UU OMNIBUSLAW Haram Jadah. Seluruh rakyat akan menjadi korban dari regulasi yang dibuat Dewan Penghianat Rakyat itu.,0.5,0.5,0.0,0.5,0.0
"DPR TER(GABUT): OMNIBUS DISAYANG, HAKIM (MK) DITENDANG
  
  29 September 2022, DPR putuskan untuk Ã¢â‚¬Å“memecatÃ¢â‚¬Â Hakim MK, Aswanto. Anulir produk DPR, termasuk Omnibus Law Cipta Kerja, jadi alasannya. Padahal, ia tak pernah melanggar hukum ataupun etik.",0.5,0.5,0.5,0.5,0.5
"AKSI BESAR2AN 10 OKTOBER 2022:
  
  1. Batalkan Omnibus law.
  2. Turunkan harga BBM.
  3. Batalkan RKUHP.
  
  INGAT, 10 OKTOBER 2022 KITA BUAT AKSI TERBESAR.
  
  JOKOWI SUDAH GAGAL, HARUS MUNDUR!
  
  #IjazahPalsuRajaNgibul 
  #IjazahPalsuRajaNgibul",0.0,0.5,0.0,0.5,0.0
"Dulu, kasus pemalsuan dokumen, ijasah serta manipulasi data atau identitas, bisa dipidanakan. 
  
  Katanya, sejak ada omnibus law, hal itu sudah tidak berlaku lagi. Benarkah?",0.5,0.5,0.0,0.5,0.0
Dengan segala Ã¢â‚¬Å“pelucutanÃ¢â‚¬Â terhadap regulasi lama oleh omnibus law dan berbagai gagasan terkait IKN terasa seperti ada upaya membuka pintu invasi asing bermoduskan ekonomi. Apakah kelak Indonesia akan hilang?,0.5,0.5,0.0,0.5,0.0
potret anak mandua yg ikut demo omnibus law 2 tahun lalu wrwrwr,0.5,0.5,0.5,0.5,0.5
"Omnibus Law yang habiskan biaya triliunan rupiah itu, 
  
  hanya untuk melindungi penjahat2 di Senayan dan istana, yang bermodal ijazah palsu.
  
  24 FEBRUARI 2020.
  Omnibus Law di Ranah Pendidikan: 
  
  #IjazahPalsuRajaNgibul 
  #IjazahPalsuRajaNgibul",0.5,0.5,0.0,0.5,0.0
"Pada tesis saya, menyarankan adanya peran seimbang antara Pemda dan Pusat pada Sistem Jaminan Kesehatan Nasional. Tapi ternyata arahnya masih sentralistik. Di bidang Kesehatan, demi efisiensi, efektivitas dan percepatan maka semua kebijakan (mll omnibus law) ditarik ke arah Pusat",0.5,0.5,0.5,0.5,0.5
"Nyempil dikit ini karena sangat menarik omnibus law sektor kesehatan.
  
  Ternyata pembayaran ke RS bs menggunakan metode kapitasi. Wow.
  
  Dah ah. Sementara gitu aja.",0.5,0.5,1.0,0.5,1.0
"kenapa reklamasi pulau ga dia kerjakan?
  kenapa normalisasi dia ganti dengan kata naturalisasi sungai?
  kenapa KPBU belum dijadikan UU? lah emangnya renteÃ‚Â² itu ikhlas kalo KPBU dijadikan UU? kan udah diselipkan di Omnibus Law?
  
  RENTE coyyy RENTE",0.5,0.5,0.5,0.5,0.0
"Kan dulu yang ngegas mensahkan Omnibus Law ditengah rakyat menghadapi pendemi sehingga kran impor dibuka luas kan juga pak 
  @jokowi
  sendiri toh??",0.5,0.5,0.5,0.5,0.5
"Isu BBM, Omnibuslaw, UMR, Brigadir J, Km 50 gajelas kelanjutannya, Permasalahan HAM Masa Lalu, dan kasus2 lain
  .
  Tapi yang lu angkat isu ijazah Jokowi. Oposisi kontol, makanye nih rezim ga tumbang2 oposisi parlemennya ngangkat isu ga guna semua bangsat",0.5,0.5,0.5,0.5,0.5
omnibus law sudah menjadi bukti bahwa dia tunduk pada oligarki,0.5,0.5,0.5,0.5,0.5
"Kalau benar omnibuslaw mnghapus pasal 67,68,69 UU Sisdiknas,artinya pihak yg mengeluarkan dan menggunakan ijazah palsu ga dipidana. https://new-indonesia.org/ruu-cilaka-di-ranah-pendidikan-pemalsu-ijazah-gelar-tak-dipidana/Ã¢â‚¬Â¦",0.5,0.5,0.5,0.5,0.5
"PRODUK PENJAJAH,
  
  Omnibus Law dibuat untuk lindungi tukang ngibul antek penjajah yang palsukan ijazah.
  Dibuatlah pasal yang tidak mempidanakan pemalsu ijazah.
  
  27 APRIL 2020:
  Omnibus Law Legalkan Penggunaan Ijazah dan Gelar Palsu?
  https://jpnn.com/news/omnibus-law-legalkan-penggunaan-ijazah-dan-gelar-palsuÃ¢â‚¬Â¦
  
  #IjazahPalsuRajaNgibul",0.5,0.5,0.0,0.5,0.0
NGERI.....NGERI.....BUAT MELINDUNGI SIAPAKAH ATURAN KONYOL INI......,0.5,0.5,0.0,0.5,0.0
"Omnibus Law adalah celah asing untuk masuk dan berkuasa atas nama investasi serta carut marutnya aparat sipil dan militer sehingga melemahkan pertahanan. 
  
  Rakyat lokal jadi budak pengusaha dengan payung hukum omnibus law.",0.5,0.5,0.0,0.5,0.0
"Demo Omnibus Law
  
  Kemerdekaan Semu, 2020",0.5,0.5,0.0,0.5,0.0
"AKSI BESAR2AN 10 OKTOBER 2022: 
  
  1. Batalkan omnibus law.
  2. Turunkan harga BBM.
  3. Batalkan RKUHP.
  
  INGAT, 10 OKTOBER 2022 KITA BUAT AKSI TERBESAR.
  
  JOKOWI SUDAH GAGAL, HARUS MUNDUR!
  
  #IjazahPalsuRajaNgibul 
  #IjazahPalsuRajaNgibul",0.0,0.5,0.0,0.5,0.0
"Topik perdebatan RUU Kesehatan Omnibus Law seharusnya berfokus pada penuntasan problem serius saat ini, yakni kelalaian negara dalam menjamin kebutuhan tiap individu publik terhadap pelayanan kesehatan dan akar persoalannya.
  
  #FokusAnalisis #RUUKesehatan",0.5,0.5,0.0,0.5,0.5
Batalkan OMNIBUS LAW. Sikat semua antek2nya,0.5,0.5,0.0,0.5,0.0
"BESOK Demo buruh yang digelar serentak di 34 provinsi itu membawa enam tuntutan.
  1) Menolak kenaikan harga BBM
  2) Menolak Pemutusan Hubungan Kerja (PHK)
  3) Menolak Omnibus Law / UU cipta kerja
  4) Menaikan upah buruh 13%
  5) Mewujudkan Reforma Agraria sejati
  6) Mengesahkan RUU PPRT",0.0,0.5,0.0,0.5,0.0
"Apakah Hiruk pikuk penghapusan Pasal Pemalsuan Ijazah ini terkait?
  Coba di cek, dalam UU OMNIBUSLAW, Pasal itu jadi dihapus atau tidak.",0.5,0.5,0.5,0.5,0.5
UU Omnibuslaw digunakan oleh pemerintah #Jokowi untuk memberantas korupsi,0.5,0.5,1.0,0.5,1.0
"Asli dah ini masalah ijazah UGM Jokowi sangat sangat ga penting dan nyebelin banget. Rektor UGM aja ampe klarifikasi tetep ga dipercaya! Sampe suruh ke pengadilan segala 
  
  Hey oposisi, uruslah masalah Omnibus Law, Kanjuruhan, atau Sambo. Kalau mau kritik mbok yo berbobot!",0.5,0.5,0.5,0.5,0.5
DPR Kritik Keras Pemalsuan Ijazah dalam RUU Omnibus Law,0.5,0.5,0.5,0.5,0.5
"Tahun 2019, ketum dan army 
  @PartaiSocmed
  yg pertama kali & aktif mengusung pak 
  @mohmahfudmd
  ,namun sayang setelah menduduki jabatan strategis, pak Mahfud tidak mampu berbuat banyak terhadap perubahan UU KPK dan UU omnibuslaw... Malah terkesan mengikuti arus keinginan para oligarki...",0.5,0.5,0.0,0.5,0.0
"Intinya cari Capres yang berani batalkan UU Omnibus Law, UU Cilaka",0.5,0.5,0.0,0.5,0.5
"Setelah omnibus law disahkan melampaui demo yang mengharu biru selayaknya sekarang dievaluasi 
  apakah hasilnya telah membuat investor datang berbondong-bondong dengan membawa uang milyaran dolar, koq nyaris tak terdengar.",0.5,0.5,0.0,0.5,0.0
Judulnya : semua bisa digadaikan ke aseng. Jadi keinget OMNIBUS LAW. Selamat buat para kecebonktolol yg mensukseskan pegadaian negeri ini ke aseng,0.5,0.5,0.0,0.5,0.0
"Relawan Nilai LaNyalla Konsisten Tolak Omnibus Law
  
  https://m.tribunnews.com/nasional/2022/10/09/relawan-nilai-lanyalla-konsisten-tolak-omnibus-lawÃ¢â‚¬Â¦ via 
  @tribunnews",0.5,0.5,0.0,0.5,0.0
"Mahfud kagak punya integritas, di luar bicara , di dalam bicara apa.. jejak soal Omnibuslaw, revisi UU KPK,..
  
  alm. Prof. Azumardi ada catatan terekam di yutub Rahma Sarita klo gak salah soal revisi UU KPK atau Omnibuslaw..",0.5,0.5,0.5,0.5,0.0
"Dua hari lagi!!! Mengenang ini lucu soalnya,
  yang pas demo omnibuslaw taun 2020, dari jam satu siang sampe jokowi lengser",0.5,0.5,0.5,0.5,0.5
Udh 2 th aja pasca demo besar2 menolak omnibuslaw,0.5,0.5,0.5,0.5,0.5
Demo gak tuh omnibus law,0.5,0.5,0.5,0.5,0.5
KSPI Tagih Komitmen Gubernur Jatim Untuk Menolak Kenaikan BBM dan Tolak Omnibuslaw http://dlvr.it/SZxYCl,0.0,0.5,0.0,0.5,0.0
"Entah siapa yang punya prakarsa UU Omnibus law dibuat sedemikian tebal, jangankan membaca, melihatnya saja pasti kepala sudah berkerut, dan pikiran pasti menghindar untuk membacanya.",0.5,0.5,0.0,0.5,0.0
"Lewat omnibus law keuangan, unsur partai politik dapat menjadi Dewan Gubernur Bank Indonesia. Bagaimana independensi bank sentral? #KoranTempo",0.5,0.5,0.0,0.5,0.0
"Relawan Nilai LaNyalla Konsisten Tolak Omnibus Law
  
  https://tribunnews.com/nasional/2022/10/09/relawan-nilai-lanyalla-konsisten-tolak-omnibus-lawÃ¢â‚¬Â¦ lewat 
  @tribunnews",0.5,0.5,0.0,0.5,0.0
"Politik... Pengalihan isu isu... Itu Fakta.. &... Nyata.. 
  Artinya.. 
  Nyata Kwadrat. 
  
  Bagaimana.. RAMBO? 
  
  Bagaimana.. BBM..? 
  
  Bagaimana.. IKN..? 
  Omnibus law.. 
  Dllnya..",0.0,0.5,0.0,0.5,0.0
Kritik Keras Kebijakan Jokowi atas Omnibus Law oleh Sekjend GSBI,0.5,0.5,0.0,0.5,0.5
Setelah sukses membantai independensi KPK sekarang giliran BI. Kalau dibiarkan lama-lama kita akan hidup di bawah pemerintah yang berkuasa mutlak dan tanpa batas waktu.,0.5,0.5,0.5,0.5,0.0
