tweet,date,retweet,reply,like,name,username,,label_kenaikanbbm,label_kesehatanAPBN,label_omnibus_law,label_kenaikanppn,pemerintah
"pengaruh secara langsung mungkin tidak pak ne .. 
  
  Tapi kenaikan PPN 11%,, ikut serta ""mencekik"" rakyat yg baru saja di""kekang"" PPKM 
  .. 
  #AnjirSembakoNaikTerus
  #AnjirSembakoNaikTerus
  ..",11-Jun-22,5,0,6,TimPakuL,@timpakul_89,,0.5,0.5,0.5,0,0
2 Sumber Penerimaan Pajak Terbesar: PPS dan Kenaikan Tarif PPN,4-Oct-22,0,0,1,LIPUTAN6,@liputan6dotcom,,0.5,0.5,0.5,0.5,0.5
"Gara2 invasi Rusia ke Ukraina, banyak negara yang batasin ekspor komoditas-komoditas kayak gandum dan gula. Akhirnya harga bahan pangan di Indonesia pada naik, apalagi setelah kenaikan PPN 11 persen. Pokoknya semuamuanya naik kecuali gaji kita.",2-Jun-22,3,1,13,Kristian Oka,@kristian_oka,,0.5,0.5,0.5,0,0
"Alhamdulillah .. seperti nya ini kontribusi rakyat yg membayar kenaikan PPN, kenaikan harga2 pangan , kenaikan Migor , BBM jd pemerintah ga jadi ngutang walaupun efeknya rakyat kecekek #eeeeh",14-Apr-22,14,8,71,Stevanie Huang (Pink),@Stevaniehuangg,,0,0.5,0.5,0,0
"Merespon buzzer vaksin ini, saya mau bilang, tentu vaksin sangat ampuh memperkaya orang yang memiliki bisnis tersebut beserta sales2nya. Vaksin diklaim gratis namun warga negara turut membayarnya dengan kenaikan harga listrik, ppn, sembako dll, krn 1400 t anggaran negara dibuang untuk itu.",19-Jun-22,1,2,17,healthy,@healthy13245678,,0.5,0.5,0.5,0,0
"Ketua DPD RI Nilai Kenaikan Bahan Pokok dan PPN Berpotensi Memiskinkan Kelas Menengah ke Bawah.
  #LaNyalla #PPN #ppn11persen 
  #ekonomi #pajak
  
  baca selengkapnya:
  https://lanyallacenter.id/ketua-dpd-ri-nilai-kenaikan-bahan-pokok-dan-ppn-berpotensi-memiskinkan-kelas-menengah-ke-bawah/Ã¢â‚¬Â¦",12-Apr-22,19,0,17,LC_official,@lanyallacenter_,,0.5,0.5,0.5,0,0
"Pihak KSP menyebutkan kenaikan PPN sebesar 1 persen menjadi 11 persen pada 1 April 2022 untuk meredistribusi kekayaan kepada masyarakat kurang mampu dalam bentuk bantuan sosial sehingga mengurangi ketimpangan ekonomi.
  
  KSP Moeldoko",5-Apr-22,5,0,6,DUA L,@shae_ll,,0.5,0.5,0.5,1,1
"Kenaikan PPN sebesar 1 persen menjadi 11 persen pada 1 April 2022 untuk meredistribusi kekayaan kepada masyarakat kurang mampu dalam bentuk bantuan sosial sehingga mengurangi ketimpangan ekonomi.
  @Dr_Moeldoko
  @KSPgoid",4-Apr-22,7,0,8,RiestÃ®Â¨â‚¬,@ariestarico2,,0.5,0.5,0.5,1,1
"Angka ini setara 39,47% dari target dalam Anggaran Pendapatan & Belanja Negara (APBN) 2022 yg sebesar Rp 193,53 triliun.
  Penyesuaian ini masih akan mengikuti kenaikan tarif PPN umum menjadi 12% yg akan diterapkan maksimal pada tahun 2025.
  @KonsumenPakta
  
  @amti_d19
  
  #hakkonsumen",10-Aug-22,7,1,8,justme,@giacan_,,0.5,0.5,0.5,0.5,0.5
"Hadeuh,,
  kenaikan PPN teriaknya kenceng : sesuai Amanat UU 
  
  ""Fakir miskin dan anak-anak yang terlantar dipelihara oleh negara"" 
  Gimana nih .. 
  ini UUD'45 Lho 
  Sudahkah Amanah 
  .. 
  #Merakyat_MerasRakyat
  #Merakyat_MerasRakyat
  ..",26-Jun-22,9,0,11,TimPakuL,@timpakul_89,,0.5,0.5,0.5,0,0
"Aliansi Mahasiswa Surabaya Demo 14 April, Protes Kenaikan BBM dan PPN",11-Apr-22,11,2,51,CNN Indonesia,@CNNIndonesia,,0,0.5,0.5,0,0
"Menteri PPN/Kepala Bappenas 
  @Suharso_M
  Mengucapkan
  
  Selamat Tahun Baru Islam
  1 Muharram 14444 H
  
  Muharam adalah bulan permulaan. Padanya ada awal kebangkitan, dan sudah semestinya kita berbenah menyiapkan hal-hal kebaikan baru.
  @Jiwamudaindo
  #KinerjaSoeharsoMonoarfa",30-Jul-22,12,8,13,Entien Ajach,@forjakeu,,0.5,0.5,0.5,0.5,0.5
"Memang tidak ada lagi yang mau ngutangin, semua sudah pada kapok !
  Makanya rakyat ditekan dengan kenaikan PPN dan bahan kebutuhan pokok !",13-Apr-22,3,1,56,Mith,@pasadenasl,,0.5,0.5,0.5,0,0
"Menolak Penundaan Pemilu Jadwal Pemilu dah di tetapkan Rabu, 14 Februari 2024
  Tolak kenaikan BBM, Migor, PPN nYang naek nTuuuh Pertamax, Minyak Goreng sedang turun harga nah, NPWP aja blom punya --- sok dwe 
  Mengajak Reformasi Jilid II Mending loe blajar aja dulu",7-Apr-22,4,3,11,satumerahputih.com,@elkrova,,0,0.5,0.5,0,0
"Selain itu Nirwala mengatakan, produksi pada Maret 2022 yang sedikit naik karena antispasi kenaikan tarif PPN hasil tembakau (HT), di mana PPN untuk produk hasil tembakau dari semula 9,1% menjadi 9,9%.
  
  #hakkonsumen 
  @amti_d19
  
  @KonsumenPakta",10-Aug-22,4,1,10,RIMBA,@R_min80,,0.5,0.5,0.5,0.5,0.5
PPS dan Kenaikan Tarif PPN Bikin Penerimaan Pajak Naik Hingga Agustus 2022,4-Oct-22,0,0,0,Merdeka.com,@merdekadotcom,,0.5,0.5,0.5,0.5,0.5
"Enaknya kalau punya pemimpin bisa menemui Demonstran. Top Gub. Sumut 
  @RahmayadiEdy
  
  Tolak kenaikan BBM, kenaikan PPN, kenaikan Gas, kenaikan minyak goreng, dll.
  Tolak tunda pemilu, dan 3 periode.",15-Apr-22,4,1,14,damai Indonesiaku,@conan_idn,,0,0.5,0.5,0,0
"3. Kenaikan PPN 11% sejak 1 April diperkirakan akan menambah tekanan terhadap inflasi di Indonesia
  
  Antisipasi Kebijakan yang dibutuhkan pada dampak kondisi Perekonomian Global terhadap Indonesia yaitu Kebijakan Bantuan Sosial :
  
  1. Percepatan penyaluran BLT minyak goreng ...",8-Apr-22,8,1,10,Ãªâ€šÂµÃªÂÂÃªÅ’â€” ÃªÅ’Â©Ãªâ€šÂ¦ÃªÅ’â€”ÃªÅ’â€”Ã¢Â¢Â¾Ã¢â€“â€˜Ã¢â€“â€™Ã¢â€“â€œÃ¢â€“Ë†,@Penyair_Berdiri,,1,0.5,0.5,1,1
"BEM SI akan terus berunjuk rasa hingga tuntutannya dipenuhi, termasuk menolak masa jabatan Jokowi tiga periode. 
  
  Panjang umur perjuangan. Tolak juga kenaikan harga minyak goreng, BBM, PPN, Gas, dll
  @BEM_SI
  @BEMUI_Official
  Kongres Rakyat dipimpin Mahasiswa",13-Apr-22,12,1,51,damai Indonesiaku,@conan_idn,,0,0.5,0.5,0,0
Kalo video jaman jebot dia gak akan bilang PPN 11%..kenaikan PPN 11% itu per April 2022..nyebong kok kudet..wkwkwkwk,19-Apr-22,3,2,44,R Ruslan Taufik,@rustaufik,,0.5,0.5,0.5,0.5,0.5
"Tragis. Sudah Covid, Tertimpa Kenaikan Komoditas dan Isu Penundaan Pemilu. Di tengah keriuhan kenaikan migor, BBM dan PPN, sejumlah pihak terus getol mengkampanyekan penundaan pemilu dan perpanjangan jabatan Presiden. Ironis.
  #CatatanRedaksi 
  @FPKSDPRRI",11-Apr-22,22,0,47,DPP PKS,@PKSejahtera,,0,0.5,0.5,0,0
"serta kebijakan penyesuaian harga LPG non-subsidi dan BBM non-subsidi, sebagai dampak kenaikan harga komoditas global.
  
  Outlook inflasi tahun 2022 diprediksi sebesar 3,70% dipengaruhi oleh perkembangan harga komoditas serta dampak kebijakan energi, tarif PPN, dan cukai rokok.",20-Apr-22,9,1,9,Pena Politik,@riea_mariska86,,0.5,0.5,0.5,0.5,0.5
"transmisinya terhadap inflasi di Indonesia 
  
  3. Kenaikan PPN 11% sejak 1 April diperkirakan akan menambah tekanan terhadap inflasi di Indonesia 
  
  Antisipasi Kebijakan yg dibutuhkan pada dampak kondisi Perekonomian Global terhadap Indonesia 
  @Suharso_M
  @Jiwamudaindo",8-Apr-22,10,1,11,jhoni beep NFT,@langityang7,,0.5,0.5,0.5,0.5,0.5
"Salam Adhyaksa !!!
  
  Senin, 03 Oktober 2022
  
  Pemberian reward Pegawai dan PPN Terbaik bulan September dan Kenaikan Pangkat Satu Tingkat Kasi Perdata dan Tata Usaha Negara Bapak Wandy Batubara, S.H., M.H. dan Kasi BB Ibu Dhani Ranti, S.H., M.H.",8-Oct-22,0,1,3,Kejarikarimun,@kejarikarimun,,0.5,0.5,0.5,0.5,0.5
"Begitu juga menurut Ketua Ketua APINDO Hariyadi B. Sukamdani, kenaikan PPN 1% masih bisa diterima dan dampaknya pada inflasi juga tidak terlalu signifikan.
  
  Pertanyaannya, mengapa harus sekarang?",25-Apr-22,3,1,8,#UangKita,@KemenkeuRI,,0.5,0.5,0.5,1,1
"serta kebijakan penyesuaian harga LPG non-subsidi & BBM non-subsidi, sbg dampak kenaikan harga komoditas global.
  
  Outlook inflasi tahun 2022 diprediksi sebesar 3,70% dipengaruhi oleh perkembangan harga komoditas serta dampak kebijakan energi,tarif PPN, dan cukai rokok
  @Suharso_M",20-Apr-22,10,1,10,Gear__5__Ã®Â¨â‚¬,@txt_ipin,,0.5,0.5,0.5,0.5,0.5
Ciputra (CTRA): Berakhirnya Insentif PPN DTP Memicu Kenaikan Harga Properti,9-Oct-22,2,0,4,Bisnis.com,@Bisniscom,,0.5,0.5,0.5,0.5,0.5
"Keluarga Besar 
  PPN Tanjung Pandan Mengucaokan 
  Selamat 
  Maulid Nabi Muhammad SAW
  
  Mari jadikan momentum ini sebagai bentuk memperbaiki diri serta mengikuti jejak baginda Rasul untuk kebaikan dunia dan akhirat.
  @saktitrenggono
  @zainikp
  @kkpgoid
  @djpt_kkp
  #KKPAccelerate",8-Oct-22,0,0,7,PPN Tanjungpandan,@ppn_tgpandan,,0.5,0.5,0.5,0.5,0.5
"Live Streaming: Serang Istana Aliansi Sejuta Buruh Hapuskan Omnibuslaw 
  
  Selanjutnya Tonton Sendiri di
  
  https://youtu.be/rs9xgt42KEQ
  
  Bantu Perjuangan Ini Dengan Menyebarluaskan Hingga Kepelosok Negri.",10-Oct-22,432,44,"1,192",Nicholas Frans Giskos,@Nicho_Silalahi,,0.5,0.5,0,0.5,0
"Membaca RUU Omnibus Law Sektor Kesehatan ini menarik karena mengubah banyak hal dari Sistem Kesehatan dan Sistem Pendidikan Tenaga Kesehatan. 
  Salah satunya adalah RS Pendidikan sebagai salah satu institusi yang bisa menghasilkan dokter, jadi tidak hanya FK saja. 
  Menarik bukan.",5-Oct-22,142,11,247,Amelia Martira,@irasjafii,,0.5,0.5,1,0.5,1
Ini berawal dari keberadaan UU Cipta Kerja Omnibuslaw yang berdampak menurunkan kesejahteraan kehidupan pekerja/buruh dan rakyat!!!,10-Oct-22,20,2,52,mirah sumirat,@m_mirah,,0.5,0.5,0,0.5,0
Ini dampak dari UU OMNIBUSLAW Haram Jadah. Seluruh rakyat akan menjadi korban dari regulasi yang dibuat Dewan Penghianat Rakyat itu.,9-Oct-22,42,2,158,Nicholas Frans Giskos,@Nicho_Silalahi,,0.5,0.5,0,0.5,0
"DPR TER(GABUT): OMNIBUS DISAYANG, HAKIM (MK) DITENDANG
  
  29 September 2022, DPR putuskan untuk Ã¢â‚¬Å“memecatÃ¢â‚¬Â Hakim MK, Aswanto. Anulir produk DPR, termasuk Omnibus Law Cipta Kerja, jadi alasannya. Padahal, ia tak pernah melanggar hukum ataupun etik.",5-Oct-22,32,2,46,Kurawal Foundation,@KurawalFound_ID,,0.5,0.5,0.5,0.5,0.5
"AKSI BESAR2AN 10 OKTOBER 2022:
  
  1. Batalkan Omnibus law.
  2. Turunkan harga BBM.
  3. Batalkan RKUHP.
  
  INGAT, 10 OKTOBER 2022 KITA BUAT AKSI TERBESAR.
  
  JOKOWI SUDAH GAGAL, HARUS MUNDUR!
  
  #IjazahPalsuRajaNgibul 
  #IjazahPalsuRajaNgibul",5-Oct-22,12,0,16,arthaN,@arthaN38836243,,0,0.5,0,0.5,0
"Dulu, kasus pemalsuan dokumen, ijasah serta manipulasi data atau identitas, bisa dipidanakan. 
  
  Katanya, sejak ada omnibus law, hal itu sudah tidak berlaku lagi. Benarkah?",11-Oct-22,4,5,25,Kimberley,@Kimberley_2022,,0.5,0.5,0,0.5,0
Dengan segala Ã¢â‚¬Å“pelucutanÃ¢â‚¬Â terhadap regulasi lama oleh omnibus law dan berbagai gagasan terkait IKN terasa seperti ada upaya membuka pintu invasi asing bermoduskan ekonomi. Apakah kelak Indonesia akan hilang?,9-Oct-22,3,1,8,Martinus Butarbutar,@MartinusButarb1,,0.5,0.5,0,0.5,0
potret anak mandua yg ikut demo omnibus law 2 tahun lalu wrwrwr,8-Oct-22,0,1,1,nduk,@semangatmue,,0.5,0.5,0.5,0.5,0.5
"Omnibus Law yang habiskan biaya triliunan rupiah itu, 
  
  hanya untuk melindungi penjahat2 di Senayan dan istana, yang bermodal ijazah palsu.
  
  24 FEBRUARI 2020.
  Omnibus Law di Ranah Pendidikan: 
  
  #IjazahPalsuRajaNgibul 
  #IjazahPalsuRajaNgibul",5-Oct-22,7,0,4,arthaN,@arthaN38836243,,0.5,0.5,0,0.5,0
"Pada tesis saya, menyarankan adanya peran seimbang antara Pemda dan Pusat pada Sistem Jaminan Kesehatan Nasional. Tapi ternyata arahnya masih sentralistik. Di bidang Kesehatan, demi efisiensi, efektivitas dan percepatan maka semua kebijakan (mll omnibus law) ditarik ke arah Pusat",5-Oct-22,3,2,16,Amelia Martira,@irasjafii,,0.5,0.5,0.5,0.5,0.5
"Nyempil dikit ini karena sangat menarik omnibus law sektor kesehatan.
  
  Ternyata pembayaran ke RS bs menggunakan metode kapitasi. Wow.
  
  Dah ah. Sementara gitu aja.",5-Oct-22,9,2,19,Amelia Martira,@irasjafii,,0.5,0.5,1,0.5,1
"kenapa reklamasi pulau ga dia kerjakan?
  kenapa normalisasi dia ganti dengan kata naturalisasi sungai?
  kenapa KPBU belum dijadikan UU? lah emangnya renteÃ‚Â² itu ikhlas kalo KPBU dijadikan UU? kan udah diselipkan di Omnibus Law?
  
  RENTE coyyy RENTE",6-Oct-22,6,0,13,Tom at Skill Ã¢ÂÂ,@theo12_ini,,0.5,0.5,0.5,0.5,0
"Kan dulu yang ngegas mensahkan Omnibus Law ditengah rakyat menghadapi pendemi sehingga kran impor dibuka luas kan juga pak 
  @jokowi
  sendiri toh??",11-Oct-22,11,2,13,Sastro Bratadikara,@AbasBalapradana,,0.5,0.5,0.5,0.5,0.5
"Isu BBM, Omnibuslaw, UMR, Brigadir J, Km 50 gajelas kelanjutannya, Permasalahan HAM Masa Lalu, dan kasus2 lain
  .
  Tapi yang lu angkat isu ijazah Jokowi. Oposisi kontol, makanye nih rezim ga tumbang2 oposisi parlemennya ngangkat isu ga guna semua bangsat",11-Oct-22,5,2,7,Spongebob Bingung,@HanzSamuel03,,0.5,0.5,0.5,0.5,0.5
omnibus law sudah menjadi bukti bahwa dia tunduk pada oligarki,11-Oct-22,1,0,3,@hc_poirot,Ã‚Â·,,0.5,0.5,0.5,0.5,0.5
"Kalau benar omnibuslaw mnghapus pasal 67,68,69 UU Sisdiknas,artinya pihak yg mengeluarkan dan menggunakan ijazah palsu ga dipidana. https://new-indonesia.org/ruu-cilaka-di-ranah-pendidikan-pemalsu-ijazah-gelar-tak-dipidana/Ã¢â‚¬Â¦",11-Oct-22,2,1,4,namaku_shiva_paman,@yuzz_2079,,0.5,0.5,0.5,0.5,0.5
"PRODUK PENJAJAH,
  
  Omnibus Law dibuat untuk lindungi tukang ngibul antek penjajah yang palsukan ijazah.
  Dibuatlah pasal yang tidak mempidanakan pemalsu ijazah.
  
  27 APRIL 2020:
  Omnibus Law Legalkan Penggunaan Ijazah dan Gelar Palsu?
  https://jpnn.com/news/omnibus-law-legalkan-penggunaan-ijazah-dan-gelar-palsuÃ¢â‚¬Â¦
  
  #IjazahPalsuRajaNgibul",5-Oct-22,43,7,35,MichelAdam5_,@MichelAdam5_,,0.5,0.5,0,0.5,0
NGERI.....NGERI.....BUAT MELINDUNGI SIAPAKAH ATURAN KONYOL INI......,7-Oct-22,1,0,2,Yulkurniawati,@yulkurniawati,,0.5,0.5,0,0.5,0
"Omnibus Law adalah celah asing untuk masuk dan berkuasa atas nama investasi serta carut marutnya aparat sipil dan militer sehingga melemahkan pertahanan. 
  
  Rakyat lokal jadi budak pengusaha dengan payung hukum omnibus law.",9-Oct-22,2,0,11,Kimberley,@Kimberley_2022,,0.5,0.5,0,0.5,0
"Demo Omnibus Law
  
  Kemerdekaan Semu, 2020",6-Oct-22,0,0,0,Hangga Pryatama,@hanggapry,,0.5,0.5,0,0.5,0
"AKSI BESAR2AN 10 OKTOBER 2022: 
  
  1. Batalkan omnibus law.
  2. Turunkan harga BBM.
  3. Batalkan RKUHP.
  
  INGAT, 10 OKTOBER 2022 KITA BUAT AKSI TERBESAR.
  
  JOKOWI SUDAH GAGAL, HARUS MUNDUR!
  
  #IjazahPalsuRajaNgibul 
  #IjazahPalsuRajaNgibul",5-Oct-22,11,2,11,MichelAdam5_,@MichelAdam5_,,0,0.5,0,0.5,0
"Topik perdebatan RUU Kesehatan Omnibus Law seharusnya berfokus pada penuntasan problem serius saat ini, yakni kelalaian negara dalam menjamin kebutuhan tiap individu publik terhadap pelayanan kesehatan dan akar persoalannya.
  
  #FokusAnalisis #RUUKesehatan",7-Oct-22,33,0,40,Muslimah News Com,@muslimahnewscom,,0.5,0.5,0,0.5,0.5
Batalkan OMNIBUS LAW. Sikat semua antek2nya,8-Oct-22,0,0,0,Muhammad Hidayat,@MHidaya03684380,,0.5,0.5,0,0.5,0
"BESOK Demo buruh yang digelar serentak di 34 provinsi itu membawa enam tuntutan.
  1) Menolak kenaikan harga BBM
  2) Menolak Pemutusan Hubungan Kerja (PHK)
  3) Menolak Omnibus Law / UU cipta kerja
  4) Menaikan upah buruh 13%
  5) Mewujudkan Reforma Agraria sejati
  6) Mengesahkan RUU PPRT",11-Oct-22,0,0,1,Masyarakat Modern,@mmki_real_,,0,0.5,0,0.5,0
"Apakah Hiruk pikuk penghapusan Pasal Pemalsuan Ijazah ini terkait?
  Coba di cek, dalam UU OMNIBUSLAW, Pasal itu jadi dihapus atau tidak.",7-Oct-22,2,1,3,"Ã°Ââ€â€“Ã°Ââ€Å¾Ã°Ââ€Â¡Ã°Ââ€Â¡Ã°Ââ€Å¾Ã°Ââ€Âª Ã¢â€žÅ’Ã°Ââ€Â²Ã°Ââ€Â°Ã°Ââ€Å¾Ã°Ââ€Â¦Ã°Ââ€Â«Ã°Ââ€Â¦,SH. DO",@RadenKianSayang,,0.5,0.5,0.5,0.5,0.5
UU Omnibuslaw digunakan oleh pemerintah #Jokowi untuk memberantas korupsi,9-Oct-22,0,0,0,Renata,@renat4m,,0.5,0.5,1,0.5,1
"Asli dah ini masalah ijazah UGM Jokowi sangat sangat ga penting dan nyebelin banget. Rektor UGM aja ampe klarifikasi tetep ga dipercaya! Sampe suruh ke pengadilan segala 
  
  Hey oposisi, uruslah masalah Omnibus Law, Kanjuruhan, atau Sambo. Kalau mau kritik mbok yo berbobot!",11-Oct-22,0,2,2,Reynardi,@reynardisutanto,,0.5,0.5,0.5,0.5,0.5
DPR Kritik Keras Pemalsuan Ijazah dalam RUU Omnibus Law,12-Oct-22,0,0,1,Monitor Indonesia,@Monitorind_news,,0.5,0.5,0.5,0.5,0.5
"Tahun 2019, ketum dan army 
  @PartaiSocmed
  yg pertama kali & aktif mengusung pak 
  @mohmahfudmd
  ,namun sayang setelah menduduki jabatan strategis, pak Mahfud tidak mampu berbuat banyak terhadap perubahan UU KPK dan UU omnibuslaw... Malah terkesan mengikuti arus keinginan para oligarki...",4-Oct-22,20,2,35,#99,@lesmana_sofyan,,0.5,0.5,0,0.5,0
"Intinya cari Capres yang berani batalkan UU Omnibus Law, UU Cilaka",5-Oct-22,0,0,1,syaratdanketentuanberlaku,@SeaGateHim,,0.5,0.5,0,0.5,0.5
"Setelah omnibus law disahkan melampaui demo yang mengharu biru selayaknya sekarang dievaluasi 
  apakah hasilnya telah membuat investor datang berbondong-bondong dengan membawa uang milyaran dolar, koq nyaris tak terdengar.",12-Oct-22,0,0,1,AYAHNYA NAJWA,@nyakilham,,0.5,0.5,0,0.5,0
Judulnya : semua bisa digadaikan ke aseng. Jadi keinget OMNIBUS LAW. Selamat buat para kecebonktolol yg mensukseskan pegadaian negeri ini ke aseng,8-Oct-22,0,0,0,Elang Bintang,@elangbintang14,,0.5,0.5,0,0.5,0
"Relawan Nilai LaNyalla Konsisten Tolak Omnibus Law
  
  https://m.tribunnews.com/nasional/2022/10/09/relawan-nilai-lanyalla-konsisten-tolak-omnibus-lawÃ¢â‚¬Â¦ via 
  @tribunnews",9-Oct-22,9,3,21,LC_official,@lanyallacenter_,,0.5,0.5,0,0.5,0
"Mahfud kagak punya integritas, di luar bicara , di dalam bicara apa.. jejak soal Omnibuslaw, revisi UU KPK,..
  
  alm. Prof. Azumardi ada catatan terekam di yutub Rahma Sarita klo gak salah soal revisi UU KPK atau Omnibuslaw..",11-Oct-22,1,0,12,Suara_Fals_Indonesia,@FalsSuara,,0.5,0.5,0.5,0.5,0
"Dua hari lagi!!! Mengenang ini lucu soalnya,
  yang pas demo omnibuslaw taun 2020, dari jam satu siang sampe jokowi lengser",10-Oct-22,0,0,0,miss j,@julerocks,,0.5,0.5,0.5,0.5,0.5
Udh 2 th aja pasca demo besar2 menolak omnibuslaw,8-Oct-22,0,0,0,Ichsan Rachman,@ihsanrrrwww,,0.5,0.5,0.5,0.5,0.5
Demo gak tuh omnibus law,6-Oct-22,0,1,0,alharkan,@mierebusmunggur,,0.5,0.5,0.5,0.5,0.5
KSPI Tagih Komitmen Gubernur Jatim Untuk Menolak Kenaikan BBM dan Tolak Omnibuslaw http://dlvr.it/SZxYCl,9-Oct-22,0,0,2,Media Cyber Pendidikan,@PortalBeritaMCP,,0,0.5,0,0.5,0
"Entah siapa yang punya prakarsa UU Omnibus law dibuat sedemikian tebal, jangankan membaca, melihatnya saja pasti kepala sudah berkerut, dan pikiran pasti menghindar untuk membacanya.",10-Oct-22,1,1,7,Ir. Benny Dwika Leonanda,@bdleonanda,,0.5,0.5,0,0.5,0
"Lewat omnibus law keuangan, unsur partai politik dapat menjadi Dewan Gubernur Bank Indonesia. Bagaimana independensi bank sentral? #KoranTempo",10-Oct-22,22,0,30,Koran Tempo,@korantempo,,0.5,0.5,0,0.5,0
"Relawan Nilai LaNyalla Konsisten Tolak Omnibus Law
  
  https://tribunnews.com/nasional/2022/10/09/relawan-nilai-lanyalla-konsisten-tolak-omnibus-lawÃ¢â‚¬Â¦ lewat 
  @tribunnews",9-Oct-22,7,0,8,Relawan LaNyalla,@relawanlanyalla,,0.5,0.5,0,0.5,0
"Politik... Pengalihan isu isu... Itu Fakta.. &... Nyata.. 
  Artinya.. 
  Nyata Kwadrat. 
  
  Bagaimana.. RAMBO? 
  
  Bagaimana.. BBM..? 
  
  Bagaimana.. IKN..? 
  Omnibus law.. 
  Dllnya..",9-Oct-22,1,0,2,Morodjoyo,@morodjoyo,,0,0.5,0,0.5,0
Kritik Keras Kebijakan Jokowi atas Omnibus Law oleh Sekjend GSBI,12-Oct-22,0,0,0,parade.id,@paradedotid,,0.5,0.5,0,0.5,0.5
Setelah sukses membantai independensi KPK sekarang giliran BI. Kalau dibiarkan lama-lama kita akan hidup di bawah pemerintah yang berkuasa mutlak dan tanpa batas waktu.,10-Oct-22,3,0,9,gigin praginanto,@giginpraginanto,,0.5,0.5,0.5,0.5,0
"Dukungan GSBI Sumatera Utara kepada aksi 10 Oktober 2022 dari Aliansi Aksi Sejuta Buruh [AASB]
  
  Cabut Omnibus Law, Turunkan Harga BBM, Naikan Upah buruh tahun 2023! 
  @GSBIPusat
  @GsbiJawa
  @gsbi_jv
  @GSBI_DIY
  @RoedyHaBiDa
  @NurhayatiAni74
  @irul_gsbi
  @SbmeGsbiKFN
  @AltoPtp",5-Oct-22,1,0,1,Ismett Inoni Salawa,@InoniIsmett,,0,0.5,0,0.5,0
"Berbagai elemen masyarakat menolak UU bermuatan banyak pasal yang dianggap mengakomodir kepentingan pengusaha ini. Bahkan, pada 22 November 2021, MK menyatakan bahwa UU Cipta Kerja inkonstitusionalitas bersyarat. 
  
  Inilah 6 dokumenter tentang Omnibus Law.
  
  http://bit.ly/DemiSatuPersen",5-Oct-22,0,1,5,Watchdoc Documentary,@watchdoc_ID,,0.5,0.5,0,0.5,0
"Celakanya UU omnibus law tidak seorangpun yang tahu apa itu isi UU sebelum ketuk palu, dan celaka lagi terdapat berbagai kesalahan, dan tidak tahu pula siapa yang memperbaikinya.",10-Oct-22,0,1,6,Ir. Benny Dwika Leonanda,@bdleonanda,,0.5,0.5,0,0.5,0
"siapa yg sejahtera? jangan selalu mengatasnamakan untuk kesejahteraan rakyat! FAKTANYA presiden 
  @jokowi
  dari pdip hanya mensejahterakan dirinya, keluarganya dan kelompoknya saja! Sedangkan rakyat dihantam dengan UU #OMNIBUSLAW Habaib, Ulama dan Aktivitis dikriminalisasi!",9-Oct-22,0,0,0,Hantuyatasia,@Hantuyatasia,,0.5,0.5,0,0.5,0
"Hebat! Dulu sebelum ada omnibus law gajiku juga hampir tembus 2 digit kalau lembur full Sabtu Minggu jadi kuli pabrik, tapi sekarang walaupun lembur Sabtu Minggu ga bisa ngerasain gaji gede kayak dulu lagi , tapi aku tetep bersyukur kok karna masih bisa kerja",11-Oct-22,0,1,4,Some,@CallmeWildHorse,,0.5,0.5,0,0.5,0
KSPI Tagih Komitmen Gubernur Jatim Untuk Menolak Kenaikan BBM dan Tolak Omnibuslaw http://dlvr.it/SZxvxs,12-Oct-22,0,0,0,Rahadi kecil,@RahadiSuprih,,0,0.5,0,0.5,0
"Sejumlah organisasi buruh menggelar unjuk rasa di sekitar kawasan Patung Kuda, Jakarta Pusat, Rabu (12/10). Salah satu tuntutannya adalah menolak kenaikan BBM dan Omnibus Law.
  
  #partaiburuh #demo #buruh #demoburuh #patungkuda #hargabbmnaik #omnibuslaw #demojakarta",12-Oct-22,0,0,0,Lensa Indonesia RTV,@lensaRTV,,0,0.5,0,0.5,0
"Siap demo lagi?
  - Tolak kenaikan harga BBM
  - Tolak omnibus law UU Cipta kerja
  - Naikkan UMK/UMSK tahun 2023 sebesar 13 persen
  - Tolak ancaman PHK di tengah resesi global
  - Reforma agraria, dan sahkan RUU PRT
  https://bisnis.tempo.co/read/1643316/demo-12-oktober-serikat-buruh-usung-enam-tuntutan?utm_campaign=Bisnis_MF&utm_source=Twitter&utm_medium=AudevÃ¢â‚¬Â¦
  
  #MundurDaripadaKecebur 
  #MundurDaripadaKecebur",9-Oct-22,5,2,4,enjelike,@YoanAngelic,,0,0.5,0,0.5,0
"BURUH AKAN GELAR DEMO BESAR-BESARAN SEREMPAK DI 34 PROVINSI DI INDONESIA PADA 12 OKTOBER 2022 MENUNTUT TOLAK KENAIKAN BBM , TOLAK OMNIBUS LAW, NAIKAN UMK TAHUN 2023",11-Oct-22,0,0,0,Baru Tahu,@Traffic_Jogja,,0,0.5,0,0.5,0
Kayak lagi baca omnibus law.,6-Oct-22,0,0,0,IAU,@montaguy,,0.5,0.5,0.5,0.5,0.5
